SessionID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Weekend,Month,CustomerType,Purchase
972,4,59.25,0,0,9,139.25,0.015384615,0.031538462,0,0,FALSE,Mar,Returning_Customer,0
973,4,175,0,0,15,270.5,0,0.006666667,0,0,FALSE,Mar,Returning_Customer,0
974,0,0,0,0,9,321,0.033333333,0.085185185,0,0,FALSE,Mar,Returning_Customer,0
975,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
976,4,159,0,0,3,64.75,0,0.014285714,0,0,FALSE,Mar,Returning_Customer,0
977,0,0,0,0,4,26.5,0,0.05,0,0,TRUE,Mar,Returning_Customer,0
978,0,0,0,0,14,927.2777778,0,0.014285714,0,0,FALSE,Mar,Returning_Customer,0
979,0,0,0,0,7,141.1666667,0,0.007142857,0,0,FALSE,Mar,Returning_Customer,0
980,11,247.3333333,2,369,90,7221,0.001030928,0.003917526,13.46406308,0,FALSE,Mar,Returning_Customer,1
981,0,0,0,0,12,218.5,0,0.045833333,0,0,FALSE,Mar,Returning_Customer,0
982,2,78.33333333,0,0,12,262.5,0.028571429,0.033333333,0,0,FALSE,Mar,Returning_Customer,0
983,0,0,0,0,17,469.4166667,0,0.011764706,0,0,FALSE,Mar,Returning_Customer,0
984,1,16,0,0,27,1240.916667,0,0.009259259,28.39335492,0,FALSE,Mar,Returning_Customer,1
985,1,8,0,0,5,143.5,0,0.011111111,0,0,TRUE,Mar,New_Customer,0
986,0,0,0,0,7,101,0.028571429,0.057142857,0,0,FALSE,Mar,Returning_Customer,0
987,5,267.5,0,0,5,62.5,0.022222222,0.044444444,0,0,TRUE,Mar,New_Customer,0
988,1,14,0,0,6,156,0,0.04,0,0,TRUE,Mar,Returning_Customer,0
989,0,0,0,0,6,104,0,0.033333333,0,0,FALSE,Mar,Returning_Customer,0
990,2,17,0,0,15,1349,0,0.005882353,0,0,FALSE,Mar,Returning_Customer,0
991,1,12,0,0,11,331.25,0.016666667,0.033333333,0,0,TRUE,Mar,Returning_Customer,0
992,5,114.75,0,0,8,301.5,0,0.018181818,0,0,TRUE,Mar,Returning_Customer,0
993,0,0,0,0,8,157.5714286,0,0.025,0,0,FALSE,Mar,Returning_Customer,0
994,0,0,0,0,1,0,0.2,0.2,0,0,TRUE,Mar,Returning_Customer,0
995,0,0,0,0,19,224.9583333,0,0.010526316,0,0,FALSE,Mar,Returning_Customer,0
996,1,10,0,0,39,1152.5,0.011965812,0.017802198,0,0,FALSE,Mar,Returning_Customer,0
997,10,164.5,1,3,61,2292.679762,0,0.009552239,0,0,FALSE,Mar,Returning_Customer,0
998,0,0,0,0,9,329,0.022222222,0.044444444,0,0,FALSE,Mar,Returning_Customer,0
999,0,0,0,0,8,111.6666667,0,0.025,0,0,FALSE,Mar,Returning_Customer,0
1000,0,0,0,0,15,1074.428571,0.015384615,0.021538462,0,0,FALSE,Mar,Returning_Customer,0
1001,0,0,0,0,32,1080.047619,0,0.01015625,0,0,FALSE,Mar,Returning_Customer,0
1002,4,387.5,0,0,23,666.9464286,0.007692308,0.026089744,0,0,FALSE,Mar,Returning_Customer,0
1003,2,123,0,0,14,239,0,0.0125,0,0,TRUE,Mar,New_Customer,0
1004,4,272.5,0,0,14,279.9,0,0.028571429,0,0,FALSE,Mar,New_Customer,0
1005,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1006,0,0,0,0,15,1674,0,0.04,0,0,FALSE,Mar,Returning_Customer,0
1007,0,0,0,0,3,15,0,0.066666667,0,0,TRUE,Mar,Returning_Customer,0
1008,0,0,0,0,22,480.9666667,0.004848485,0.026652893,0,0,FALSE,Mar,Returning_Customer,0
1009,0,0,0,0,3,62,0,0.066666667,0,0,FALSE,Mar,Returning_Customer,0
1010,4,320.5,0,0,23,1841.171429,0,0.003913043,0,0,TRUE,Mar,New_Customer,0
1011,0,0,0,0,2,37.5,0,0.033333333,0,0,TRUE,Mar,Returning_Customer,0
1012,2,35,0,0,11,131.3,0,0.015384615,0,0,FALSE,Mar,New_Customer,0
1013,0,0,0,0,2,92,0,0.1,0,0,FALSE,Mar,Returning_Customer,0
1014,0,0,0,0,3,78.33333333,0,0.022222222,0,0,FALSE,Mar,Returning_Customer,0
1015,0,0,0,0,7,114.6,0.028571429,0.033333333,0,0,FALSE,Mar,Returning_Customer,0
1016,2,34,0,0,18,671,0,0.010526316,0,0,TRUE,Mar,New_Customer,0
1017,2,47,0,0,11,624,0,0.020512821,0,0,FALSE,Mar,Returning_Customer,0
1018,2,11,3,123.3333333,34,448.75,0.021621622,0.048648649,0,0,FALSE,Mar,Returning_Customer,0
1019,0,0,0,0,4,35,0,0.05,0,0,FALSE,Mar,Returning_Customer,0
1020,3,13,0,0,7,79.5,0,0.02,0,0,TRUE,Mar,New_Customer,0
1021,0,0,0,0,10,189.5,0,0.036666667,0,0,FALSE,Mar,Returning_Customer,0
1022,2,36,0,0,15,2190.666667,0,0.004444444,0,0,FALSE,Mar,Returning_Customer,0
1023,0,0,0,0,2,0,0.2,0.2,0,0,TRUE,Mar,Returning_Customer,0
1024,0,0,0,0,2,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1025,0,0,0,0,5,672.5,0,0.04,0,0,FALSE,Mar,Returning_Customer,0
1026,3,33,0,0,67,2502.816667,0.006060606,0.011147186,0,0,FALSE,Mar,Returning_Customer,0
1027,7,97,6,281.5,83,1778.125214,0.007967033,0.019990486,6.626647741,0,FALSE,Mar,Returning_Customer,0
1028,0,0,0,0,4,49.5,0.05,0.075,0,0,FALSE,Mar,Returning_Customer,0
1029,0,0,0,0,12,261,0.033333333,0.083333333,0,0,FALSE,Mar,Returning_Customer,0
1030,1,37,0,0,12,663.5,0,0.016666667,10.83431037,0,FALSE,Mar,New_Customer,1
1031,4,55,0,0,16,284.9,0.003333333,0.033333333,18.8649,0,FALSE,Mar,Returning_Customer,0
1032,0,0,0,0,7,236,0.057142857,0.085714286,0,0,FALSE,Mar,Returning_Customer,0
1033,3,26,0,0,19,576.0833333,0.009090909,0.018181818,30.65045455,0,TRUE,Mar,Returning_Customer,1
1034,0,0,0,0,3,77,0,0.066666667,0,0,TRUE,Mar,Returning_Customer,0
1035,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1036,0,0,0,0,3,79,0.066666667,0.166666667,0,0,FALSE,Mar,Returning_Customer,0
1037,2,24.5,1,710,66,4566.952839,0.006470588,0.018141923,0,0,FALSE,Mar,Returning_Customer,0
1038,1,24,3,125.5,65,8646,0,0.011764706,0,0,TRUE,Mar,Returning_Customer,0
1039,0,0,0,0,17,600.5,0,0.005882353,0,0,FALSE,Mar,Returning_Customer,0
1040,0,0,0,0,21,434.5,0,0.023809524,0,0,FALSE,Mar,Returning_Customer,0
1041,1,0,0,0,35,499.4,0.011764706,0.028151261,0,0,TRUE,Mar,Returning_Customer,0
1042,9,122,1,87,50,1694.797619,0.008928571,0.018154762,0,0,TRUE,Mar,Returning_Customer,0
1043,1,123,0,0,7,181.5,0,0.025,64.7325,0,TRUE,Mar,New_Customer,1
1044,3,308,0,0,54,1306.151974,0.003508772,0.012962963,0,0,FALSE,Mar,Returning_Customer,0
1045,0,0,0,0,6,75,0,0.016666667,0,0,FALSE,Mar,Returning_Customer,0
1046,0,0,0,0,6,61,0,0.066666667,0,0,FALSE,Mar,Returning_Customer,0
1047,0,0,0,0,12,1165.333333,0.004166667,0.043055556,0,0,FALSE,Mar,Returning_Customer,0
1048,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1049,0,0,0,0,6,70.83333333,0,0.016666667,0,0,FALSE,Mar,Returning_Customer,0
1050,5,72.5,0,0,31,649.3071429,0,0.001041667,35.10378279,0,TRUE,Mar,Returning_Customer,1
1051,1,21,1,61,49,1647.152381,0,8e-4,144.3934888,0,TRUE,Mar,Returning_Customer,1
1052,6,233.0833333,2,63,60,3135.442572,0.001666667,0.009358814,0,0,FALSE,Mar,Returning_Customer,0
1053,0,0,0,0,9,181.3333333,0.02962963,0.055026455,0,0,FALSE,Mar,Returning_Customer,0
1054,0,0,0,0,9,159,0,0.022222222,0,0,TRUE,Mar,Returning_Customer,0
1055,4,315,0,0,8,465.8333333,0,0.024242424,0,0,TRUE,Mar,Returning_Customer,0
1056,0,0,0,0,3,112,0.066666667,0.133333333,0,0,FALSE,Mar,Returning_Customer,0
1057,0,0,0,0,40,952.9666667,0.001666667,0.016666667,0,0,FALSE,Mar,Returning_Customer,0
1058,0,0,0,0,8,372.8333333,0,0.0125,0,0,FALSE,Mar,Returning_Customer,0
1059,6,192.5,0,0,14,327,0,0.00625,0,0,TRUE,Mar,Returning_Customer,0
1060,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1061,0,0,0,0,6,1057,0,0.033333333,0,0,FALSE,Mar,Returning_Customer,0
1062,0,0,0,0,3,12,0,0.066666667,0,0,FALSE,Mar,Returning_Customer,0
1063,0,0,0,0,1,36,0,0.066666667,0,0,TRUE,Mar,Returning_Customer,0
1064,3,43.5,0,0,30,2264.333333,0,0.010416667,0,0,TRUE,Mar,Returning_Customer,0
1065,4,76,0,0,28,866,0,0.02183908,0,0,FALSE,Mar,Returning_Customer,0
1066,0,0,0,0,4,97,0,0.05,0,0,FALSE,Mar,Returning_Customer,0
1067,0,0,0,0,17,701.5424242,0.013333333,0.026666667,0,0,FALSE,Mar,Returning_Customer,0
1068,2,35,0,0,20,979.0833333,0,0.00952381,60.04549665,0,FALSE,Mar,Returning_Customer,1
1069,3,13,0,0,28,324.7692308,0,0.001724138,0,0,FALSE,Mar,Returning_Customer,0
1070,6,160.0952381,3,94.5,47,1682.870247,0.001333333,0.007891429,5.698642857,0,FALSE,Mar,Returning_Customer,1
1071,0,0,0,0,9,210,0.044444444,0.055555556,0,0,FALSE,Mar,Returning_Customer,0
1072,0,0,0,0,20,332,0.03,0.06,0,0,FALSE,Mar,Returning_Customer,0
1073,1,45,0,0,13,1610.916667,0,0.007142857,0,0,TRUE,Mar,New_Customer,0
1074,4,177.1666667,0,0,50,1188.566667,0.007843137,0.018300654,0,0,FALSE,Mar,Returning_Customer,0
1075,0,0,0,0,3,98,0,0.066666667,0,0,FALSE,Mar,Returning_Customer,0
1076,0,0,1,36.33333333,38,1663.683333,0.005405405,0.022972973,0,0,FALSE,Mar,Returning_Customer,0
1077,4,43.5,0,0,39,930.3,0.001190476,0.010997732,0,0,TRUE,Mar,Returning_Customer,0
1078,0,0,0,0,21,1003,0,0.008333333,0,0,FALSE,Mar,Returning_Customer,0
1079,0,0,0,0,3,69,0,0.066666667,0,0,FALSE,Mar,Returning_Customer,0
1080,0,0,0,0,27,1199.725758,0.007407407,0.01691358,9.028406684,0,FALSE,Mar,Returning_Customer,0
1081,0,0,0,0,34,1524.058333,0.019393939,0.025282904,11.77367361,0,FALSE,Mar,Returning_Customer,0
1082,0,0,2,45,11,624,0.015384615,0.046153846,0,0,FALSE,Mar,Returning_Customer,0
1083,0,0,0,0,37,1229.766667,0.005405405,0.014414414,0,0,TRUE,Mar,Returning_Customer,0
1084,0,0,0,0,13,972.6,0,0.007692308,0,0,FALSE,Mar,Returning_Customer,0
1085,5,159,0,0,17,438.4333333,0.003030303,0.027272727,0,0,FALSE,Mar,Returning_Customer,0
1086,0,0,0,0,10,270,0,0.004,0,0,FALSE,Mar,Returning_Customer,0
1087,0,0,0,0,3,333,0,0.066666667,0,0,TRUE,Mar,Returning_Customer,0
1088,0,0,0,0,20,504.2333333,0.01,0.021666667,0,0,FALSE,Mar,Returning_Customer,0
1089,0,0,0,0,27,845.5,0,0.007407407,0,0,TRUE,Mar,Returning_Customer,0
1090,1,54,1,237,16,744.5,0.013333333,0.033777778,0,0,FALSE,Mar,Returning_Customer,0
1091,0,0,0,0,21,1129,0.00952381,0.038095238,0,0,FALSE,Mar,Returning_Customer,0
1092,2,34,0,0,8,358,0,0.02,0,0,FALSE,Mar,Returning_Customer,0
1093,0,0,0,0,24,832,0,0.020289855,21.92521348,0,FALSE,Mar,Returning_Customer,0
1094,0,0,0,0,4,36.5,0,0.05,0,0,FALSE,Mar,Returning_Customer,0
1095,0,0,0,0,7,157,0,0.014285714,0,0,FALSE,Mar,Returning_Customer,0
1096,3,36,0,0,9,71.33333333,0,0.02,0,0,FALSE,Mar,New_Customer,0
1097,7,196,3,138.5,11,227.5,0,0.006666667,0,0,TRUE,Mar,New_Customer,0
1098,1,0,2,56,22,1054.309524,0.004761905,0.023809524,0,0,FALSE,Mar,Returning_Customer,0
1099,0,0,0,0,6,308.1666667,0.083333333,0.095,0,0,FALSE,Mar,Returning_Customer,0
1100,0,0,0,0,10,229.25,0,0.06,0,0,FALSE,Mar,Returning_Customer,0
1101,0,0,1,29,9,225.8333333,0,0.02,0,0,TRUE,Mar,Returning_Customer,0
1102,2,21,1,26,22,326.5833333,0.018181818,0.066666667,0,0,FALSE,Mar,Returning_Customer,0
1103,10,231,1,8,104,3486.690476,0.003301887,0.013104972,0,0,TRUE,Mar,Returning_Customer,0
1104,0,0,0,0,8,863.3333333,0,0.014583333,0,0,TRUE,Mar,Returning_Customer,0
1105,0,0,0,0,1,67,0.1,0.133333333,0,0,FALSE,Mar,Returning_Customer,0
1106,15,1011.361111,2,171.5,54,1405.131241,0,0.006127451,37.41814196,0,TRUE,Mar,New_Customer,0
1107,6,60,2,61,23,1031.704762,0,0.007111111,33.14784917,0,TRUE,Mar,Returning_Customer,1
1108,0,0,0,0,24,917.0833333,0.008333333,0.031944444,0,0,TRUE,Mar,Returning_Customer,0
1109,3,61,0,0,19,573.6571429,0.036842105,0.04,0,0,FALSE,Mar,Returning_Customer,0
1110,0,0,0,0,5,94.5,0,0.04,0,0,FALSE,Mar,Returning_Customer,0
1111,0,0,0,0,13,238.1666667,0,0.007692308,0,0,FALSE,Mar,Returning_Customer,0
1112,3,227,0,0,3,164,0,0.013333333,0,0,FALSE,Mar,New_Customer,0
1113,0,0,5,14,31,750.5904762,0.007407407,0.036957672,0,0,FALSE,Mar,Returning_Customer,0
1114,1,464,0,0,19,1834.083333,0.02,0.03125,0,0,FALSE,Mar,Returning_Customer,0
1115,0,0,0,0,19,606.8333333,0.031578947,0.048245614,0,0,FALSE,Mar,Returning_Customer,0
1116,0,0,3,300,13,509.1214286,0.006666667,0.002222222,40.7932,0,TRUE,Mar,Returning_Customer,1
1117,0,0,0,0,2,19,0,0.1,0,0,FALSE,Mar,Returning_Customer,0
1118,3,80.42857143,0,0,61,5900.351378,0,0.007213115,0,0,FALSE,Mar,Returning_Customer,0
1119,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1120,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1121,0,0,0,0,13,449.3333333,0.006153846,0.044615385,0,0,FALSE,Mar,Returning_Customer,0
1122,0,0,0,0,12,200,0,0.047222222,0,0,TRUE,Mar,Returning_Customer,0
1123,3,61.5,0,0,16,946.1666667,0,0.010526316,0,0,FALSE,Mar,New_Customer,0
1124,0,0,0,0,2,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1125,0,0,0,0,3,514,0,0.066666667,0,0,FALSE,Mar,Returning_Customer,0
1126,1,58,0,0,5,64,0,0.016666667,0,0,FALSE,Mar,New_Customer,0
1127,0,0,0,0,2,210,0,0.1,0,0,FALSE,Mar,Returning_Customer,0
1128,2,243,0,0,12,1180.5,0,0.007692308,0,0,FALSE,Mar,Returning_Customer,0
1129,0,0,0,0,9,771.5,0.022222222,0.044444444,0,0,FALSE,Mar,Returning_Customer,0
1130,1,4,0,0,37,1096.75,0,0.020175439,0,0,FALSE,Mar,Returning_Customer,0
1131,0,0,0,0,5,381.6666667,0,0.02,0,0,FALSE,Mar,Returning_Customer,0
1132,9,210.6666667,3,127,55,1509.594444,0.006451613,0.02016129,14.68324522,0,FALSE,Mar,Returning_Customer,0
1133,0,0,0,0,4,69,0,0.05,0,0,FALSE,Mar,Returning_Customer,0
1134,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1135,0,0,0,0,5,103,0,0.04,0,0,FALSE,Mar,Returning_Customer,0
1136,0,0,0,0,2,36.5,0,0.033333333,0,0,FALSE,Mar,Returning_Customer,0
1137,0,0,0,0,6,226,0,0.04,0,0,FALSE,Mar,Returning_Customer,0
1138,1,156.1428571,0,0,18,1181.198413,0,0.048235294,0,0,FALSE,Mar,Returning_Customer,0
1139,2,0,0,0,17,1394.666667,0,0.029761905,0,0,FALSE,Mar,Returning_Customer,0
1140,5,282,0,0,8,326,0,0.022222222,0,0,FALSE,Mar,Returning_Customer,0
1141,0,0,0,0,9,459.8307692,0,0.001587302,0,0,TRUE,Mar,Returning_Customer,0
1142,3,512.8333333,2,278,3,162,0,0.014285714,0,0,TRUE,Mar,New_Customer,0
1143,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1144,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1145,1,112,0,0,37,2043.5,0.005555556,0.016666667,12.3578472,0,FALSE,Mar,Returning_Customer,1
1146,4,73.5,0,0,24,663.4666667,0.002564103,0.004395604,0,0,FALSE,Mar,Returning_Customer,0
1147,3,184.6888889,0,0,129,7669.250794,0,0.009135204,0,0,FALSE,Mar,Returning_Customer,0
1148,5,75.16666667,0,0,12,115.1666667,0.028571429,0.042857143,0,0,FALSE,Mar,Returning_Customer,0
1149,0,0,0,0,11,296.45,0,0.007792208,0,0,FALSE,Mar,Returning_Customer,0
1150,0,0,0,0,56,2633.869048,0.003703704,0.016666667,0,0,FALSE,Mar,Returning_Customer,0
1151,0,0,0,0,19,392,0.021052632,0.052631579,0,0,TRUE,Mar,Returning_Customer,0
1152,1,19,0,0,13,748.6666667,0,0.020512821,0,0,FALSE,Mar,Returning_Customer,0
1153,6,302,0,0,18,834.6666667,0.004761905,0.021269841,0,0,TRUE,Mar,Returning_Customer,0
1154,0,0,0,0,2,5,0,0.1,0,0,TRUE,Mar,Returning_Customer,0
1155,0,0,0,0,1,0,0.2,0.2,0,0,TRUE,Mar,Returning_Customer,0
1156,0,0,0,0,3,11,0.05,0.15,0,0,FALSE,Mar,Returning_Customer,0
1157,0,0,1,37,15,497.3333333,0.0125,0.0375,0,0,FALSE,Mar,Returning_Customer,0
1158,10,117.3333333,0,0,28,631.9896825,0.017647059,0.022794118,10.16517157,0,FALSE,Mar,Returning_Customer,1
1159,0,0,0,0,11,315.6,0,0.018181818,0,0,TRUE,Mar,Returning_Customer,0
1160,1,7,0,0,14,183.3333333,0,0.006666667,0,0,FALSE,Mar,Returning_Customer,0
1161,1,0,0,0,8,192.1666667,0,0.025,0,0,TRUE,Mar,Returning_Customer,0
1162,1,0,0,0,16,1296.6,0.022222222,0.033333333,13.28355556,0,FALSE,Mar,Returning_Customer,1
1163,0,0,0,0,3,17,0.1,0.111111111,0,0,FALSE,Mar,Returning_Customer,0
1164,0,0,1,41,13,698,0,0.032142857,0,0,FALSE,Mar,Returning_Customer,0
1165,1,14,0,0,17,1093.142857,0,0.02125,0,0,FALSE,Mar,Returning_Customer,0
1166,1,5,0,0,9,2397.5,0,0.02,0,0,FALSE,Mar,Returning_Customer,0
1167,2,107,0,0,3,56,0,0.04,0,0,FALSE,Mar,New_Customer,0
1168,1,31,3,62,11,196.2,0,0.013333333,0,0,FALSE,Mar,Returning_Customer,0
1169,0,0,0,0,3,39.66666667,0,0.033333333,0,0,FALSE,Mar,Returning_Customer,0
1170,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1171,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1172,0,0,1,42,20,408.3333333,0,0.003174603,33.47777322,0,FALSE,Mar,Returning_Customer,1
1173,0,0,0,0,2,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1174,1,7,0,0,29,906.5666667,0,0.006896552,0,0,TRUE,Mar,New_Customer,0
1175,0,0,0,0,4,149,0,0.05,0,0,FALSE,Mar,Returning_Customer,0
1176,0,0,0,0,30,1224.75,0,0.007142857,21.04864167,0,FALSE,Mar,New_Customer,1
1177,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1178,2,52,1,17.66666667,18,1262,0,0.00952381,0,0,FALSE,Mar,New_Customer,0
1179,0,0,0,0,12,207,0,0.036666667,0,0,FALSE,Mar,Returning_Customer,0
1180,1,19,0,0,7,115.6666667,0,0.028571429,0,0,FALSE,Mar,Returning_Customer,0
1181,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1182,1,0,0,0,3,321.5,0.05,0.1,0,0,FALSE,Mar,Returning_Customer,0
1183,9,204.0833333,0,0,63,3552.702381,0,0.007,19.95572297,0,FALSE,Mar,New_Customer,1
1184,2,151,0,0,19,716.3571429,0.004761905,0.015873016,10.8692605,0,TRUE,Mar,Returning_Customer,1
1185,6,98,0,0,12,343,0.019444444,0.032222222,0,0,TRUE,Mar,Returning_Customer,0
1186,6,52,1,24,56,3763.166667,0.003389831,0.01480226,10.37042373,0,FALSE,Mar,Returning_Customer,1
1187,0,0,0,0,7,272.5,0,0.033333333,0,0,TRUE,Mar,New_Customer,0
1188,0,0,0,0,3,81,0,0.066666667,0,0,FALSE,Mar,Returning_Customer,0
1189,4,600.4230769,0,0,17,1883.827222,7.5188e-4,0.013061325,0.120699914,0,FALSE,Mar,Returning_Customer,1
1190,0,0,0,0,7,251.6666667,0.028571429,0.011428571,0,0,TRUE,Mar,Returning_Customer,0
1191,4,132,0,0,7,1413.333333,0.036,0.029285714,0,0,FALSE,Mar,Returning_Customer,0
1192,0,0,0,0,3,79.5,0,0.033333333,0,0,FALSE,Mar,Returning_Customer,0
1193,3,23,0,0,6,83,0,0.014285714,0,0,FALSE,Mar,New_Customer,0
1194,2,20,0,0,17,584.5,0,0.011111111,0,0,FALSE,Mar,Returning_Customer,0
1195,3,39,0,0,30,940.8333333,0.012121212,0.024242424,0,0,FALSE,Mar,Returning_Customer,0
1196,2,152.8333333,0,0,20,791.6666667,0.011111111,0.016666667,41.35007203,0,FALSE,Mar,New_Customer,1
1197,0,0,0,0,77,4346.541667,0.003070175,0.023099415,0,0,FALSE,Mar,Returning_Customer,0
1198,0,0,0,0,5,50.5,0,0.04,0,0,TRUE,Mar,Returning_Customer,0
1199,0,0,0,0,6,74,0,0.02,0,0,FALSE,Mar,Returning_Customer,0
1200,0,0,0,0,8,83,0.057142857,0.095238095,0,0,FALSE,Mar,Returning_Customer,0
1201,4,16.66666667,0,0,68,2593.741667,0.002941176,0.012843137,0,0,FALSE,Mar,Returning_Customer,0
1202,0,0,0,0,6,59,0,0.033333333,0,0,FALSE,Mar,Returning_Customer,0
1203,2,197,4,219,53,1518.761111,0.007272727,0.005454545,0,0,TRUE,Mar,Returning_Customer,0
1204,0,0,0,0,6,62,0,0.04,0,0,FALSE,Mar,Returning_Customer,0
1205,0,0,0,0,30,365.4,0.027586207,0.035862069,0,0,FALSE,Mar,Returning_Customer,0
1206,2,15,0,0,7,50.5,0,0.028571429,0,0,FALSE,Mar,Returning_Customer,0
1207,0,0,0,0,12,468,0.016666667,0.033333333,0,0,FALSE,Mar,Returning_Customer,0
1208,5,710.3333333,0,0,23,7533.272727,0,0.007407407,0,0,FALSE,Mar,Returning_Customer,0
1209,4,84,0,0,35,1059,0,0.005882353,0,0,FALSE,Mar,New_Customer,0
1210,0,0,0,0,5,52,0,0.02,0,0,FALSE,Mar,Returning_Customer,0
1211,3,151,0,0,6,892,0,0.018518519,0,0,TRUE,Mar,Returning_Customer,0
1212,4,83.5,0,0,9,430.5,0,0.015384615,0,0,FALSE,Mar,New_Customer,0
1213,0,0,0,0,17,132.6333333,0.011764706,0.007843137,0,0,FALSE,Mar,Returning_Customer,0
1214,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1215,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1216,0,0,0,0,14,363.3181818,0.014285714,0.023809524,0,0,FALSE,Mar,Returning_Customer,0
1217,0,0,0,0,3,73,0,0.066666667,0,0,FALSE,Mar,Returning_Customer,0
1218,0,0,0,0,8,612,0,0.014285714,0,0,TRUE,Mar,New_Customer,0
1219,9,848.1428571,4,388.6666667,33,595.0095238,0,0.004651163,0,0,FALSE,Mar,New_Customer,0
1220,0,0,0,0,6,495,0,0.02,77.96,0,TRUE,Mar,Returning_Customer,1
1221,0,0,0,0,4,49.5,0,0.016666667,0,0,FALSE,Mar,Returning_Customer,0
1222,3,130.8333333,1,109,47,1813.208333,0,0.002083333,0,0,TRUE,Mar,Returning_Customer,0
1223,0,0,0,0,9,218,0,0.033333333,0,0,TRUE,Mar,Returning_Customer,0
1224,0,0,0,0,4,102,0,0.05,0,0,FALSE,Mar,Returning_Customer,0
1225,2,27,0,0,23,1278.090909,0,0.008333333,0,0,TRUE,Mar,New_Customer,0
1226,0,0,0,0,3,25,0,0.066666667,0,0,FALSE,Mar,Returning_Customer,0
1227,0,0,2,445,38,996.5166667,8.54701e-4,0.016544567,0,0,FALSE,Mar,Returning_Customer,0
1228,0,0,0,0,6,69.5,0,0.033333333,0,0,FALSE,Mar,Returning_Customer,0
1229,0,0,0,0,40,1530.248485,0.005128205,0.029795821,0,0,FALSE,Mar,Returning_Customer,0
1230,2,12,0,0,43,2595.280952,0.009090909,0.025378788,0,0,FALSE,Mar,Returning_Customer,0
1231,0,0,0,0,12,471.5,0.016666667,0.066666667,0,0,FALSE,Mar,Returning_Customer,0
1232,11,281.6309524,0,0,54,923.6757353,0,0.012261867,5.150663602,0,FALSE,Mar,Returning_Customer,0
1233,0,0,0,0,10,153,0.02,0.04,0,0,TRUE,Mar,Returning_Customer,0
1234,9,160,0,0,48,3946.008333,0.007272727,0.011515152,20.32388105,0,TRUE,Mar,Returning_Customer,1
1235,0,0,0,0,26,648.4,0,0.018,0,0,TRUE,Mar,Returning_Customer,0
1236,0,0,0,0,5,56,0.04,0.08,0,0,TRUE,Mar,Returning_Customer,0
1237,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
1238,0,0,0,0,21,263,0.00952381,0.030952381,0,0,FALSE,Mar,Returning_Customer,0
1239,0,0,0,0,6,193,0,0.033333333,0,0,TRUE,Mar,Returning_Customer,0
1240,0,0,0,0,3,38,0.1,0.122222222,0,0,FALSE,Mar,Returning_Customer,0
1241,0,0,0,0,8,116,0.025,0.1,0,0,FALSE,Mar,Returning_Customer,0
1242,3,31.33333333,0,0,33,1077.869048,0.0015625,0.01953125,0,0,FALSE,Mar,Returning_Customer,0
1243,0,0,0,0,5,266.3333333,0.04,0.08,0,0,FALSE,Mar,Returning_Customer,0
1244,0,0,0,0,3,17,0,0.033333333,0,0,FALSE,Mar,Returning_Customer,0
1245,0,0,0,0,3,67.5,0,0.066666667,0,0,TRUE,Mar,Returning_Customer,0
1246,3,81,1,0,28,499.6666667,0,0.022222222,0,0,FALSE,Mar,Returning_Customer,0
1247,1,5.5,0,0,7,286,0.025,0.05,0,0,FALSE,Mar,Returning_Customer,0
1248,4,81,0,0,8,112.7285714,0,0.02,0,0,FALSE,Mar,Returning_Customer,0
1249,1,18,0,0,24,1571,0,0.016666667,0,0,FALSE,Mar,Returning_Customer,0
1250,0,0,0,0,11,241,0,0.018181818,0,0,FALSE,Mar,Returning_Customer,0
1251,0,0,0,0,11,187,0.031818182,0.068181818,0,0,FALSE,Mar,Returning_Customer,0
